N_PFlossR_2kiw,N_PFlossR_2ktw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR
-1.0,-0.295157309736465,-0.523514851485149,0.0,0.0,0.196043999918437,0.199984571708539
-1.0,-0.305973211394661,-0.552295918367347,0.0,0.0,0.197011147934615,0.202219725641876
-1.0,-0.27138936282919,-0.550200803212851,0.0,0.0,0.197650711336483,0.201344760316872
-1.0,-0.51559464197933,-0.631325301204819,-0.764334862385321,-0.403149606299213,0.93510834337552,0.0555296616761016
-1.0,-0.51559464197933,-0.632850241545894,-0.764334862385321,-0.403149606299213,0.93643137275489,0.0552772057925353
-1.0,-0.51559464197933,-0.634382566585956,-0.764334862385321,-0.403149606299213,0.936959813399398,0.0549671147884902
-1.0,-0.51559464197933,-0.640586797066015,-0.764334862385321,-0.403149606299213,0.937316662069089,0.0546023613532227
-1.0,-0.51559464197933,-0.647783251231527,-0.764334862385321,-0.403149606299213,0.937469177703393,0.0542072878689519
-1.0,-0.51559464197933,-0.649382716049383,-0.744243932794026,-0.403149606299213,0.937593685028669,0.0537753624109714
-1.0,-0.504487920821112,-0.650990099009901,-0.744243932794026,-0.41091492776886,0.937244664574413,0.0533955379890406
-1.0,-0.520124550459172,-0.652605459057072,-0.744243932794026,-0.41091492776886,0.936715412407698,0.0530788411282853
-1.0,-0.520124550459172,-0.654228855721393,-0.744243932794026,-0.41091492776886,0.93642951952649,0.0527627850374643
-1.0,-0.520124550459172,-0.664141414141414,-0.744243932794026,-0.41091492776886,0.936029425576245,0.0524793749048438
-1.0,-0.520124550459172,-0.668329177057357,-0.744243932794026,0.0,0.935588133148601,0.0522280828592859
-1.0,-0.520124550459172,-0.669191919191919,-0.744243932794026,0.0,0.93514960594705,0.0520151693550747
-1.0,-0.531064011776169,-0.669191919191919,-0.744243932794026,0.0,0.934692522373659,0.0518747140148554
