fid,MS_ID,PF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,N_PFlossR_2kiw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR,kmeans_cluster,distance_to_assigned_centroid
25215,25215,0.272004077792421,62,0,False,-1.0,-0.0352112676056338,0.0,-0.33872502378687,0.507302847475742,0.0685692776494063,4,1.5905468822371451
25870,25870,0.270967998868374,63,3,True,,0.0,,,0.844798463310398,0.0003559107139064,3,1.2373107317740302
25871,25871,0.299577923423575,64,3,True,,0.0,,,0.91797798229817,0.0005693843691967,3,1.2279631443469696
25872,25872,0.307334444740294,65,3,True,,0.0,,,0.935319029222061,0.0006903573882741,3,1.2328498378129962
25874,25874,0.31428350937582,66,3,True,,0.0,,,0.950021243700135,0.0009302658594226,3,1.2386488301552003
25875,25875,0.316264779792942,67,3,True,,0.0,,,0.954055284603645,0.0010565662631605,3,1.240355614855839
25876,25876,0.317794691316815,68,3,True,,0.0,,,0.957132469628674,0.0011858403429294,3,1.241632346999983
25877,25877,0.319035927398673,69,3,True,,0.0,,,0.959591377245975,0.0013179124938868,3,1.2426058013523766
25878,25878,0.320079374883787,70,3,True,,0.0,,,0.961643200021342,0.0014524668543835,3,1.2433686929779981
25879,25879,0.320976751018688,71,3,True,,0.0,,,0.963388656238347,0.0015899635281861,3,1.2439615855715676
25880,25880,0.321762250975052,72,3,True,,0.0,,,0.964891526693924,0.0017305745404191,3,1.244411390434064
25881,25881,0.322450843015839,73,3,True,,0.0,,,0.96620236048341,0.0018738584100885,3,1.244743872494413
25882,25882,0.322988944104281,74,3,True,,0.0,,,0.967212140642249,0.0020209541507465,3,1.2448734419695417
25883,25883,0.32347881807355,75,3,True,,0.0,,,0.968136674743528,0.0021315197159556,3,1.2450923075334834
25884,25884,0.323975965333778,76,3,True,,0.0,,,0.969063650387233,0.0022802538766694,3,1.2451785429475561
25885,25885,0.325451388052116,77,3,True,,0.0,,,0.971834103694278,0.0024179911592227,3,1.2466357768149527
25886,25886,0.326079619287057,78,3,True,,0.0,,,0.973004702635841,0.0025598210177046,3,1.246961215728449
25887,25887,0.326608466741454,79,3,True,,0.0,,,0.973985212240584,0.0026993009452607,3,1.2471678094583973
25888,25888,0.327063822902128,80,3,True,,0.0,,,0.974824009977939,0.0028355505704761,3,1.2472899799155341
25889,25889,0.327450231234624,81,3,True,,0.0,,,0.97553136414052,0.002969578401942,3,1.2473284132429128
25890,25890,0.327792985167844,82,3,True,,0.0,,,0.97615850618367,0.0030987870878678,3,1.2473291727962488
25891,25891,0.328129544629861,83,3,True,,0.0,,,0.976768619276341,0.003227697662717,3,1.2473227308518162
25892,25892,0.328451317154032,84,3,True,,0.0,,,0.977350228420226,0.0033640877183383,3,1.2472713796621349
25893,25893,0.328749935669244,85,3,True,,0.0,,,0.977885085594419,0.003508028624629,3,1.2471603654375416
25894,25894,0.329033660646053,86,3,True,,0.0,,,0.978386191919338,0.0036539253568102,3,1.2470198102889631
25895,25895,0.340449975044331,87,3,True,,0.0,,,0.981497389910735,0.0037697366882978,3,1.249083406414763
25896,25896,0.340185545025047,88,3,True,,0.0,,,0.980745895363716,0.0050688237599033,3,1.243804205527935
25897,25897,0.340245770219272,89,3,True,,0.0,,,0.980835979226422,0.005194031803524,3,1.2434322489755938
25898,25898,0.340281598876261,90,3,True,,0.0,,,0.980876693495127,0.0053345329643417,3,1.2429671634535329
25899,25899,0.340324646755866,91,3,True,,0.0,,,0.980935925038248,0.0054601565920837,3,1.2425708854179436
25900,25900,0.340342411989137,92,3,True,,0.0,,,0.980943470154613,0.0056103445624172,3,1.2420470589830934
25901,25901,0.340368792218626,93,3,True,,0.0,,,0.98096589901806,0.0057471991307601,3,1.241583556985782
25902,25902,0.340395792917347,94,3,True,,0.0,,,0.980990880016277,0.0058810246054067,3,1.2411338992873182
25903,25903,0.340437858304644,95,3,True,,0.0,,,0.981046503166102,0.006011492349753,3,1.2407220231105287
25904,25904,0.340472779317595,96,3,True,,0.0,,,0.98108507011157,0.006164680350772,3,1.240218023225951
25905,25905,0.340508028694015,97,3,True,,0.0,,,0.981125963353347,0.0063189323883129,3,1.2397136717473516
25906,25906,0.340537137436192,98,3,True,,0.0,,,0.981156659998998,0.00647284401745,3,1.23920366415643
25907,25907,0.340557293424865,99,3,True,,0.0,,,0.981172243381243,0.0066146900647553,3,1.2387245599360004
25908,25908,0.350334423939796,100,3,True,,0.0,,,0.999283212170311,0.0064178337515842,3,1.2556077252248898
25909,25909,0.350732940844312,101,3,True,,0.0,,,1.0,0.0065740814491516,3,1.255771832218616
25910,25910,0.583333333333333,102,3,True,,1.0,,,1.0,0.0066902992550855,3,3.4579590171624757
26337,26337,0.519134623454474,103,3,True,,-0.985294117647059,,,0.995074724693435,0.156726407879635,3,1.6883965267817176
26338,26338,0.522571562497059,104,3,True,,-0.985294117647059,,,0.997832084940641,0.154833577508665,3,1.6805771251734436
26339,26339,0.522869032567975,105,3,True,,-0.985294117647059,,,0.998064575551621,0.154664374139311,3,1.679877896436331
26340,26340,0.523453754703102,106,3,True,,-0.985294117647059,,,0.998522464768398,0.154255289523681,3,1.6781185444307483
26341,26341,0.524451099861073,107,3,True,,-0.985714285714286,,,0.999238775740656,0.153647977736971,3,1.6763114426886692
26342,26342,0.525475484064987,108,3,True,,-0.985915492957746,,,1.0,0.153088399272612,3,1.6744013309010926
26343,26343,0.583333333333333,109,3,True,,1.0,,,1.0,0.152351375202615,3,3.5434203745808803
26344,26344,0.583333333333333,110,3,True,,1.0,,,1.0,0.151047235634854,3,3.5403516959526242
26345,26345,0.583333333333333,111,3,True,,1.0,,,1.0,0.151006235530338,3,3.540255856110055
26432,26432,0.430918786377289,112,0,False,0.0,-0.529880478087649,0.0,-0.376389918458117,0.988323586775064,0.226918237506925,2,2.2607654257132936
26433,26433,0.416607222736679,113,0,False,0.0,-0.51394422310757,0.0,-0.289378350963628,0.985861655276058,0.226168677689428,3,2.0426209879356594
26434,26434,0.414663465497278,114,0,False,0.0,-0.51004016064257,0.0,-0.289378350963628,0.981779715310502,0.226975194420436,3,2.045600342325316
26435,26435,0.413150466993693,115,0,False,0.0,-0.504032258064516,0.0,-0.289378350963628,0.980296498235675,0.226804840431334,3,2.042479033239731
26436,26436,0.410231076255682,116,0,False,0.0,-0.493877551020408,0.0,-0.272926062593959,0.978450806136238,0.226786463891685,3,2.000150181917358
26437,26437,0.343588039627676,117,0,False,0.0,-0.338624338624339,0.0,-0.268666756356787,0.938096537299085,0.0705571886872261,3,1.1890028528850562
26438,26438,0.344852137812593,118,0,False,0.0,-0.342105263157895,0.0,-0.268666756356787,0.940197104374187,0.0708740776832183,3,1.1887131666354562
26439,26439,0.361985361877103,119,0,False,0.0,-0.380710659898477,0.0,-0.268666756356787,0.942661868758998,0.0711581777654926,3,1.176589039763948
26440,26440,0.363755177414462,120,0,False,0.0,-0.386934673366834,0.0,-0.268666756356787,0.944906885178962,0.0715479085953176,3,1.1765929930318058
26441,26441,0.368903699741674,121,0,False,0.0,-0.413461538461538,0.0,-0.272926062593959,0.946906608249727,0.0719712695094988,3,1.190386916956504
26442,26442,0.373817129841901,122,0,False,0.0,-0.424528301886792,0.0,-0.272926062593959,0.922195352253236,0.157533024404015,3,1.5058570396694335
26443,26443,0.38041714385087,123,0,False,0.0,-0.432558139534884,0.0,-0.289378350963628,0.921127518772946,0.159488477678427,3,1.568759981036846
26444,26444,0.385440221847051,124,0,False,0.0,-0.440366972477064,0.0,-0.289378350963628,0.921141886283274,0.159820985029484,3,1.5706735015864655
26445,26445,0.388817892468354,125,0,False,0.0,-0.456140350877193,0.0,-0.289378350963628,0.924119817913379,0.159398197688064,3,1.569530826907714
26446,26446,0.407034053376412,126,0,False,0.0,-0.478991596638655,0.0,-0.289378350963628,0.970912458082575,0.150518265273524,3,1.5415666416427392
26762,26762,0.404452198931778,127,1,True,0.0,-0.607954545454545,,0.0,0.970004237800188,0.282325944098799,3,2.2065568433368075
26763,26763,0.397882010350234,128,1,True,0.0,-0.575581395348837,,0.0,0.967300873010789,0.280449443762702,3,2.175974745762659
26764,26764,0.383554938790747,129,2,True,0.0,-0.517751479289941,,,0.964024337458878,0.279622588618539,3,2.150942244035155
26765,26765,0.362648945339554,130,1,True,0.0,-0.474474474474474,,0.0,0.961380948799445,0.278654302809396,3,2.134509564478873
26766,26766,0.34511839935728,131,1,True,0.0,-0.387878787878788,,0.0,0.958615292399912,0.276885476400387,3,2.11866155354413
26767,26767,0.315981017703224,132,1,True,0.0,-0.332298136645963,,0.0,0.954440440181559,0.275293491637934,3,2.1139432108692393
26768,26768,0.297363722738335,133,1,True,0.0,-0.262135922330097,,0.0,0.949193535043803,0.274733831046708,3,2.1327707660009105
26769,26769,0.288526703206852,134,1,True,0.0,-0.229773462783172,,0.0,0.944392204607047,0.275309413392121,3,2.1524706585923035
26770,26770,0.267089343862813,135,1,True,0.0,-0.211726384364821,,0.0,0.951816167288136,0.21354041336003,3,1.630744777103024
26771,26771,0.267062852168632,136,1,True,0.0,-0.218120805369128,,0.0,0.951445817209038,0.212235685171108,3,1.6147709168876458
26772,26772,0.262394014632564,137,1,True,0.0,-0.198653198653199,,0.0,0.950157081735611,0.211936370768587,3,1.6269237194768043
26773,26773,0.254112226756906,138,1,True,0.0,-0.183946488294314,,0.0,0.949408446897054,0.21137098825005,3,1.6341861971694502
26916,26916,0.421384842022916,139,0,False,-0.81402733383578,-0.215116279069767,0.0,0.0,0.973068412816526,0.213725552380822,3,1.9363167553874994
26917,26917,0.412765757502239,140,0,False,-0.81402733383578,-0.196428571428571,0.0,0.0,0.968407409267636,0.211322627863245,3,1.9295945491296806
26969,26969,0.468917812196318,141,0,False,-1.0,-0.564920273348519,0.0,0.0,0.571804526668901,0.0136114234930651,4,1.0382146902186893
26970,26970,0.470026651320135,142,0,False,-1.0,-0.563636363636364,0.0,0.0,0.580461598841131,0.0130002502504236,4,1.0596547547064876
26971,26971,0.469657061059048,143,0,False,-1.0,-0.561085972850679,0.0,0.0,0.582672852016041,0.0127792969067877,4,1.0627130679731556
26972,26972,0.47046311922818,144,0,False,-1.0,-0.55829596412556,0.0,0.0,0.59527916555386,0.0121938545813714,4,1.0926646067630437
26973,26973,0.469844358213346,145,0,False,-1.0,-0.555803571428571,0.0,0.0,0.600743576761072,0.0116892343982492,4,1.1054024687014932
26974,26974,0.466358700197042,146,0,False,-1.0,-0.549450549450549,0.0,0.0,0.590037382921619,0.0116560807023699,4,1.0713468993076327
26975,26975,0.462219959022234,147,0,False,-1.0,-0.547045951859956,0.0,0.0,0.584056867133562,0.0114646468223414,4,1.0545060628957335
26976,26976,0.459875547813309,148,0,False,-1.0,-0.54585152838428,0.0,0.0,0.572148221360294,0.0111390473310649,4,1.0254696027707917
26977,26977,0.462577718144513,149,0,False,-1.0,-0.542299349240781,-0.125,0.0,0.550397932969026,0.0106930999242244,4,1.0041247360099896
26978,26978,0.45722535430162,150,0,False,-1.0,-0.538461538461538,-0.11727078891258,0.0,0.510882302878887,0.0102692635815388,4,0.9106335142893331
26979,26979,0.437111482012912,151,0,False,-1.0,-0.512345679012346,-0.141025641025641,0.0,0.420897075936108,0.0086875217240026,4,0.7885720688038755
26980,26980,0.417029658148149,152,0,False,-1.0,-0.501002004008016,-0.152354570637119,0.0,0.318323250015759,0.0098151754943401,4,0.7736631565353661
26981,26981,0.411109125133928,153,0,False,-1.0,-0.499001996007984,-0.152354570637119,0.0,0.290811150788178,0.0097911706633369,4,0.7936482733297258
26982,26982,0.405283862087468,154,0,False,-1.0,-0.497017892644135,-0.152354570637119,0.0,0.265042282544418,0.0099491637340847,4,0.8205813351656331
26983,26983,0.389758796264357,155,0,False,-1.0,-0.496031746031746,0.0,0.0,0.24670730348676,0.0101207485435513,4,0.7593700030954172
26984,26984,0.38605458320205,156,0,False,-1.0,-0.49604743083004,0.0,0.0,0.229736373654319,0.0102157800011747,4,0.7896042823263308
26985,26985,0.382161321308798,157,0,False,-1.0,-0.492063492063492,0.0,0.0,0.214790382456913,0.0104257155169005,4,0.8134449892132483
26986,26986,0.334684672142703,158,0,False,-1.0,-0.492063492063492,0.0,0.0,0.0614616450572136,0.0279126050386227,4,1.150054847122676
26987,26987,0.332023008961092,159,0,False,-1.0,-0.488977955911824,0.0,0.0,0.0524993306760459,0.0274605404012581,4,1.1757050183424977
26988,26988,0.329461368711983,160,0,False,-1.0,-0.488933601609658,0.0,0.0,0.0411536537432413,0.0269980556691079,4,1.211171508496641
26989,26989,0.327140422416595,161,0,False,-1.0,-0.490872210953347,0.0,0.0,0.0295956125432125,0.0265485455077549,4,1.2489023512555872
26990,26990,0.32477809555292,162,0,False,-1.0,-0.491836734693878,0.0,0.0,0.0194981445044417,0.0261142341909965,4,1.281539030040329
26991,26991,0.321744548678111,163,0,False,-1.0,-0.495867768595041,0.0,0.0,0.0094007147622141,0.0257065152378226,4,1.316395751069666
26992,26992,0.320094778876955,164,0,False,-1.0,-0.501043841336117,0.0,0.0,0.0003211390449142,0.0253474350061147,4,1.3488780507262328
26993,26993,0.319680127439312,165,0,False,-1.0,-0.5,0.0,0.0,0.0123852087369332,0.0248624203427661,4,1.3121803275307728
26994,26994,0.320226109633406,166,0,False,-1.0,-0.505399568034557,0.0,0.0,0.0257411141922703,0.0243718616691038,4,1.2767990365203792
26995,26995,0.31894814662483,167,0,False,-1.0,-0.502145922746781,0.0,0.0,0.046642012993934,0.0235267202875908,4,1.213567017234603
27668,27668,0.42275139939944,168,1,True,0.0,-0.626822157434402,,0.0,0.986420432952088,0.138786809227882,3,1.0373359252745133
27669,27669,0.426734225641857,169,1,True,0.0,-0.635057471264368,,0.0,0.988803440112596,0.138840419177103,3,1.0486957082645896
27670,27670,0.43267596372742,170,1,True,0.0,-0.645714285714286,,0.0,0.991697434624572,0.138462207743445,3,1.0605950591829998
27671,27671,0.434315112098668,171,1,True,0.0,-0.648725212464589,,0.0,0.99446020162964,0.138379883859593,3,1.066330552450818
27672,27672,0.436719660678925,172,1,True,0.0,-0.656338028169014,,0.0,0.997220684474878,0.138344890217001,3,1.0776400004590907
27673,27673,0.43880184194829,173,1,True,0.0,-0.662011173184358,,0.0,1.0,0.138330345793842,3,1.0871265574468405
27674,27674,0.761355940044271,174,1,True,1.0,1.0,,-1.0,1.0,0.138370266873312,1,3.0972352729275365
27675,27675,0.783430404110321,175,0,False,1.0,1.0,-1.0,-1.0,1.0,0.138449850613979,1,1.1065621070799347
27676,27676,0.783430404110321,176,0,False,1.0,1.0,-1.0,-1.0,1.0,0.137085626054834,1,1.1044564839417705
27677,27677,0.515076811103995,177,0,False,-1.0,-0.201550387596899,0.0,-1.0,1.0,0.139390288505453,2,3.5957151642131655
27678,27678,0.503467085329358,178,0,False,-1.0,-0.176165803108808,0.0,-1.0,0.996930210745467,0.136200561229472,2,3.607855594059372
27679,27679,0.462527323086683,179,0,False,-1.0,-0.13953488372093,0.0,-0.34529582929195,0.959123588757058,0.141963627721704,2,1.8145247588397977
27680,27680,0.444872489161355,180,0,False,-1.0,-0.0949868073878628,0.0,-0.34529582929195,0.951174777155816,0.142366212618243,2,1.8530732723412828
27681,27681,0.431703063450567,181,0,False,-1.0,-0.0835380835380835,0.0,-0.34529582929195,0.938981541959644,0.144120581526932,2,1.8563352595508464
27682,27682,0.425283560349722,182,0,False,-1.0,-0.0726392251815981,0.0,-0.33872502378687,0.929458666730947,0.145952227173906,2,1.8567863642527058
27718,27718,0.251511621326185,183,0,False,-1.0,-0.240105540897098,0.0,0.0,0.004304174546324,0.122496510102281,4,1.375158334152619
27719,27719,0.256289425178008,184,0,False,-1.0,-0.25261780104712,-0.0100925147182506,0.0,0.006440335309597,0.120247551919244,4,1.3515885498055604
27720,27720,0.258651147539937,185,0,False,-1.0,-0.262011531069827,-0.0023677979479084,0.0,0.0080329743835594,0.118893317436083,4,1.3421570383138446
27721,27721,0.284627963849887,186,0,False,-1.0,-0.263356379635449,-0.0098522167487684,-0.194759535655058,0.0111895414724709,0.115557948596351,4,1.4891173574548717
27723,27723,0.250403272496873,187,0,False,-1.0,-0.231729055258467,-0.0015873015873015,0.0,0.0162549101584574,0.11310070098594,4,1.306304605897471
27744,27744,0.273258394692651,188,0,False,-1.0,-0.212058212058212,0.0,0.0,0.185307973191435,0.061346311487908,4,0.6889577611918928
28335,28335,0.319589032264733,189,0,False,-0.81402733383578,-0.215116279069767,0.0,0.0,1.0,0.188253580788747,3,1.7787820312937144
28336,28336,0.306067429961326,190,0,False,-0.81402733383578,-0.142011834319527,0.0,0.0,1.0,0.18788348164552,3,1.8342824196818452
29037,29037,0.301933849187762,191,0,False,-0.345303878319584,-0.0645819170632223,0.0,-0.121480910142692,0.972240305762674,0.0062671580731627,3,1.13989471644949
29038,29038,0.305982118680271,192,0,False,-0.345303878319584,-0.0705171255876427,0.0,-0.121480910142692,0.97243760155539,0.0087014407619155,3,1.120235264840365
29039,29039,0.323189844034744,193,0,False,-0.345303878319584,-0.0727032385988103,-0.320388349514563,0.0,0.972632715069134,0.0110111575784642,3,1.5578256521035019
29040,29040,0.25704903294,194,0,False,0.0,-0.0828440965427267,-0.113793103448276,0.0,0.972855838410318,0.0141946114989483,3,1.1157153387935155
29041,29041,0.258179565579965,195,0,False,0.0,-0.0833872010342599,-0.113793103448276,0.0,0.973000644131467,0.0162986888241556,3,1.1081819875849983
29042,29042,0.27908371454428,196,0,False,0.0,-0.0824675324675325,-0.113793103448276,0.0,0.997091092976986,0.106905508858477,3,1.171414177944041
29043,29043,0.351933800890293,197,0,False,-0.345303878319584,-0.0781352593565332,-0.320388349514563,0.0,0.99866067111892,0.107723217432036,3,1.586977784192347
29044,29044,0.369019001100269,198,0,False,-0.345303878319584,-0.085261070720423,-0.339622641509434,-0.261588330632091,1.0,0.109323711964237,2,1.4650493936747937
29045,29045,0.920083000583355,199,0,False,1.0,1.0,-1.0,-1.0,1.0,0.11009442553127,1,1.0928433206769166
29046,29046,0.283996166972926,200,0,False,0.0,-0.0116959064327485,-0.0283018867924528,-0.28116213683224,1.0,0.113580427493659,3,1.691125688243761
29200,29200,0.326010743999486,201,3,True,,-0.9,,,0.650801125557863,0.0632446758094381,3,1.4341887496987868
29201,29201,0.31455573379836,202,3,True,,-0.833333333333333,,,0.650532401977778,0.0624747984770017,3,1.318934147201456
29202,29202,0.294395728710353,203,3,True,,-0.714285714285714,,,0.650274392532235,0.0617960365755958,3,1.1380613669544992
29203,29203,0.294073702080127,204,3,True,,-0.714285714285714,,,0.650030868430427,0.0610884886153164,3,1.138365519662607
29204,29204,0.293889368125087,205,3,True,,-0.714285714285714,,,0.649829159667385,0.060781320240575,3,1.138747528195599
29205,29205,0.293658418782216,206,3,True,,-0.714285714285714,,,0.649642532091699,0.0602422128122618,3,1.13902091871488
29206,29206,0.293534682982589,207,3,True,,-0.714285714285714,,,0.649477736440079,0.0600692892534221,3,1.139373668764948
